Source_row,中文名,学名,省份,引用,原搁置原因,建议裁定,置信度,裁定依据
1547,福建颈槽蛇,Plagiopholis styani,四川,"Miao He, Jin‐Chao Feng, Shao‐Ying Liu, Peng Guo & Er‐Mi Zhao (2009). The phylogenetic position of Thermophis (",记录类型无法判定（原表未标注且引用无线索）,排除-伴随物种（系统发育文献）,高,Thermophis 系统发育研究，非新纪录报道
1550,,Dinodon cancellatum,,Tan Van Nguyen and Nikolay A. Poyarkov and Gernot Vogel (2025). Taxonomic reassessment of the Lycodon rufozona,新种描述文献中的伴随物种记录，非明确新纪录事件,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1551,,Coronella striata,浙江,Tan Van Nguyen and Nikolay A. Poyarkov and Gernot Vogel (2025). Taxonomic reassessment of the Lycodon rufozona,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1560,白斑石龙子,Plestiodon leucostictus,台东县,Kazuki Kurita and Yukiko Nakamura and Taku Okamoto and Si-Min Lin and Tsutomu Hikida (2017). Taxonomic reasses,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1561,中国石龙子,Plestiodon chinensis,浙江,Kazuki Kurita and Yukiko Nakamura and Taku Okamoto and Si-Min Lin and Tsutomu Hikida (2017). Taxonomic reasses,记录类型无法判定（原表未标注且引用无线索）,排除-伴随物种（系统分类文献）,高,Plestiodon 分类学研究，非新纪录报道
1562,白斑石龙子,Plestiodon leucostictus,台东县,Kazuki Kurita and Yukiko Nakamura and Taku Okamoto and Si-Min Lin and Tsutomu Hikida (2017). Taxonomic reasses,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1563,中国石龙子,Plestiodon chinensis,浙江,Kazuki Kurita and Yukiko Nakamura and Taku Okamoto and Si-Min Lin and Tsutomu Hikida (2017). Taxonomic reasses,记录类型无法判定（原表未标注且引用无线索）,排除-伴随物种（系统分类文献）,高,Plestiodon 分类学研究，非新纪录报道
1564,,Tylototriton anguliceps,越南,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1565,红瘰疣螈,Tylototriton verrucosus,,Kanto NISHIKAWA and Ding-Qi RAO and Masafumi MATSUI and Koshiro ETO (2015). Taxonomic relationship between Tyl,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1568,武夷湍蛙,Amolops wuyiensis,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1569,黄岗臭蛙,Odorrana huanggangensis,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1570,棘胸蛙,Quasipaa spinosa,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1571,福建竹叶青蛇,Trimeresurus stejnegeri,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1573,武夷湍蛙,Amolops wuyiensis,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1574,黄岗臭蛙,Odorrana huanggangensis,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1576,棘胸蛙,Quasipaa spinosa,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1577,福建竹叶青蛇,Trimeresurus stejnegeri,江西,Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1581,侧条树蛙,Rohanixalus vittatus,,"Biju, Garg, Gokulakrishnan, Chandrakasan, Thammachoti, Ren, Gopika, Bisht, Hamidy and Shouche (2020). Taxonomi",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1583,攀枝花脊蛇,Achalinus panzhihuaensis,四川,Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Son,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1584,屏边脊蛇,Achalinus pingbianensis,云南,Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Son,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1586,,Stoliczkia vanhnuailianai,,Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Son,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1590,福建大头蛙,Limnonectes fujianensis,,CHATMONGKON SUWANNAPOOM & ZHI-YONG YUAN & JIN-MIN CHEN & MIAN HOU & HAI-PENG ZHAO & LI-JUN WANG & TRUONG SON N,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1591,脆皮大头蛙,Limnonectes fragilis,,CHATMONGKON SUWANNAPOOM & ZHI-YONG YUAN & JIN-MIN CHEN & MIAN HOU & HAI-PENG ZHAO & LI-JUN WANG & TRUONG SON N,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1597,北小跳蛙,Ingerana borealis,西藏,Fang YAN and Ke JIANG and Kai WANG and Jie-Qiong JIN and Chatmongkon SUWANNAPOOM and Cheng LI and Jens V. VIND,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1601,十万大山掌突蟾,Leptobrachella shiwandashanensis,广西,Wei-Cai Chen and Peng Li and Wan-Xiao Peng and You-Jun Liu and Yong Huang (2023). The fourth species of Leptob,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1604,英德睑虎,Goniurosaurus yingdeensis,广东,Shuo Qi and Jian Wang and L. Lee Grismer and Hong-Hui Chen and Zhi-Tong Lyu and Ying-Yong Wang (2020). The Sto,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1606,大齿蟾,Oreolalax major,四川,Yinmeng Hou and Shengchao Shi and Daming Hu and Yue Deng and Jianping Jiang and Feng Xie and Bin Wang (2020). ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1607,南江齿蟾,Oreolalax nanjiangensis,四川,Yinmeng Hou and Shengchao Shi and Daming Hu and Yue Deng and Jianping Jiang and Feng Xie and Bin Wang (2020). ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1608,峨眉齿蟾,Oreolalax omeimontis,四川,Yinmeng Hou and Shengchao Shi and Daming Hu and Yue Deng and Jianping Jiang and Feng Xie and Bin Wang (2020). ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1609,川北齿蟾,Oreolalax chuanbeiensis,四川,Yinmeng Hou and Shengchao Shi and Daming Hu and Yue Deng and Jianping Jiang and Feng Xie and Bin Wang (2020). ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1631,黑环蛇,Bungarus niger,,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1632,大斑环蛇,Bungarus magnimaculatus,,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1635,紫点锦蛇,Elaphe anomala,安徽,Shuo Qi and Jing-Song Shi and Yan-Bo Ma and Yi-Fei Gao and Shu-Hai Bu and L. Lee Grismer and Pi-Peng Li and Yi,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1638,秦岭蝮,Gloydius qinlingensis,,Shuo Qi and Jing-Song Shi and Yan-Bo Ma and Yi-Fei Gao and Shu-Hai Bu and L. Lee Grismer and Pi-Peng Li and Yi,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1649,,Rana tabaca,河江,"Stuart, Bryan L., and Bain, Raoul H. (2005). THREE NEW SPECIES OF SPINULE-BEARING FROGS ALLIED TO RANA MEGATYM",新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-记录地为国外省区,高,省份为国外行政区
1650,安龙臭蛙,Rana anlungensis,,"Stuart, Bryan L., and Bain, Raoul H. (2005). THREE NEW SPECIES OF SPINULE-BEARING FROGS ALLIED TO RANA MEGATYM",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1651,,Rana livida,,"Stuart, Bryan L., and Bain, Raoul H. (2005). THREE NEW SPECIES OF SPINULE-BEARING FROGS ALLIED TO RANA MEGATYM",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1652,滇南臭蛙,Rana tiannanensis,,"Stuart, Bryan L., and Bain, Raoul H. (2005). THREE NEW SPECIES OF SPINULE-BEARING FROGS ALLIED TO RANA MEGATYM",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1653,合江臭蛙,Rana hejiangensis,,"Stuart, Bryan L., and Bain, Raoul H. (2005). THREE NEW SPECIES OF SPINULE-BEARING FROGS ALLIED TO RANA MEGATYM",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1662,,Huia masonii,爪哇岛,"Stuart, Bryan L. and Chan-ard, Tanya (2005). Two new Huia (Amphibia: Ranidae) from Laos and Thailand Copeia, 2",记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1665,台湾小鲵,Hynobius formosanus,,JUNE-SHIANG LAI AND KUANG-YANG LUE (2004). TWO NEW HYNOBIUS (CAUDATA: HYNOBIIDAE) SALAMANDERS FROM TAIWAN,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1666,楚南小鲵,Hynobius sonani,,JUNE-SHIANG LAI AND KUANG-YANG LUE (2004). TWO NEW HYNOBIUS (CAUDATA: HYNOBIIDAE) SALAMANDERS FROM TAIWAN,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1667,阿里山小鲵,Hynobius arisanensis,,JUNE-SHIANG LAI AND KUANG-YANG LUE (2004). TWO NEW HYNOBIUS (CAUDATA: HYNOBIIDAE) SALAMANDERS FROM TAIWAN,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1676,伊洛瓦底攀蜥,Calotes irawadi,,Yong Huang and Hongyu Li and Yilin Wang and Maojin Li and Mian Hou and Bo Cai (2023). Taxonomic review of the ,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1684,,Euspondylus spinalis,,Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnoph,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1685,,Euspondylus caideni,,Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnoph,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1686,,Euspondylus rahmi,,Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnoph,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1688,福鼎肥螈,Hypselotriton fudingensis,福建,Zhihao Jiang and Song Huang and Qiangyong Fan and Lin Cheng and Yanan Gong and Zhangbo Cui and Tierui Zhang an,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1689,东方肥螈,Hypselotriton orientalis,浙江,Zhihao Jiang and Song Huang and Qiangyong Fan and Lin Cheng and Yanan Gong and Zhangbo Cui and Tierui Zhang an,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1690,,Euspondylus simonsii,,Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnoph,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1691,,Proctoporus bolivianus,,Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnoph,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1693,草绿攀蜥,Japalura flaviceps,四川,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1696,巴塘攀蜥,Japalura batangensis,,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1697,丽纹攀蜥,Japalura splendida,重庆,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1700,红唇棘蜥,Acanthosaura rubrilabris,云南,Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1701,多斑金花蛇,Boiga multomaculata,云南,Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1702,艾玛树蜥,Calotes emma,云南,Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1703,加氏半叶趾虎,Hemidactylus garnotii,云南,Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1704,横纹丽纹蛇,Lycodon fasciatus,云南,Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1705,草绿攀蜥,Japalura flaviceps,四川,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1707,石垣岛侧褶蛙,Nidirana okinavana,,Chun-Fu Lin and Chunwen Chang and Masafumi Matsui and Chin-Chia Shen and Atsushi Tominaga and Si-Min Lin (2025,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1711,巴塘攀蜥,Japalura batangensis,,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1712,丽纹攀蜥,Japalura splendida,重庆,Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1713,,Nanorana yunnanensis,,Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (202,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1714,倭蛙,Nanorana pleskei,,Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (202,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1715,,Nanorana quadranus,,Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (202,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1718,,Nanorana unculuanus,,Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (202,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1726,那坡树蛙,Rhacophorus napoensis,广西,Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated s,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1728,那坡树蛙,Rhacophorus napoensis,广西,Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated s,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1731,,Rhacophorus reinwardtii,,Annemarie Ohler and Magali Delorme (2006). Well known does not mean well studied: Morphological and molecular ,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1739,小褶蛙,Occidozyga diminutiva,塔威塔威,Unknown Author (2020). Molecular systematic investigation of Philippine puddle frogs (Anura: Dicroglossidae: O,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1740,光滑褶蛙,Occidozyga laevis,塔威塔威,Unknown Author (2020). Molecular systematic investigation of Philippine puddle frogs (Anura: Dicroglossidae: O,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1741,,Occidozyga sumatrana,,Unknown Author (2020). Molecular systematic investigation of Philippine puddle frogs (Anura: Dicroglossidae: O,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1742,奥斯汀龙蜥,Japalura austeniana,阿鲁纳恰尔邦,"Unknown Author (2010). MAJOR ARTICLE 1 TAPROBANICA VOL. Natural Science, 13, 1-8 https://doi.org/10.47605/tapr",记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1799,台湾中国石龙子福尔摩沙亚种,Plestiodon chinensis formosensis,新北,Kazuki Kurita and Yukiko Nakamura and Taku Okamoto and Si-Min Lin and Tsutomu Hikida (2017). Taxonomic reasses,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1807,王锦蛇,Elaphe carinata,辽宁,"邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏 (2023). 辽宁省爬行动物名录及地理区划更新 动物学杂志, 58(4), 523-539 https://doi.org/10.13859/j.cjz.2",记录类型无法判定（原表未标注且引用无线索）,B2 排除-调查/名录条目,高,调查/名录类文献条目，非事件级新纪录
1811,,Pareas kaduri,,Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagle,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1812,云南针鲜蛇,Pareas yunnanensis,,Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagle,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1813,虎纹针鲜蛇,Pareas tigerinus,云南,Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagle,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1820,沙坝龙蜥,Diploderma chapaense,云南,王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: ,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1821,墨脱高山麻蜥,Altiphylax medogense,,Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Speci,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1823,沙坝龙蜥,Diploderma chapaense,云南,王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: ,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1831,尾斑瘰螈,Paramesotriton caudopunctatus,,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.0331",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
