ID,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,Reported_rank,OrderCN_COL_China_2026,OrderLA_COL_China_2026,FamilyCN_COL_China_2026,FamilyLA_COL_China_2026,GenusCN_COL_China_2026,GenusLA_COL_China_2026,Taxon_match_method,Taxon_match_note,Original_distribution,New_distribution_province,Province_basis,Discovery_sites,Longitude,Latitude,Coordinate_basis,Altitude_raw,Altitude_m,Discovery_date,Discovery_date_raw,Habitat_category,Habitat_raw,Evidence_type,Voucher,Record_type,Record_type_basis,Duplicate_group,IUCN_RED_LIST,CHINA_RED_LIST,China_Protection_Class,Endemic_to_China,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI,Source_row
37,爬行纲,黄纹石龙子,Plestiodon capito,黄纹石龙子,Eumeces capito,种,有鳞目,Squamata,石龙子科,Scincidae,多齿石龙子属,Plestiodon,中文名精确,,北京、河北、辽宁、湖北、四川、陕西、甘肃、宁夏、内蒙古,河南,原表标注,嵩山鹰愁崖附近小山顶,113.0,34.5,文字地名地理编码/后续补充,900,900.0,2011-04-07,2011年4月7日,灌丛/草地,乱草丛中,标本,,新纪录,原表标注,,,,,,"张珑、何淑艳、何少峰 (2012). 河南省石龙子一新记录种——黄纹石龙子 河南科学, 30(1), 63-64 https://doi.org/10.13537/j.issn.1004-3918.2012.01.036",2012,张珑、何淑艳、何少峰,河南科学,10.13537/j.issn.1004-3918.2012.01.036,75
38,两栖纲,,,秦巴拟小鲵,Pseudohynobius tsinpaensis,种,有尾目,Caudata,小鲵科,Hynobiidae,拟小鲵属,Pseudohynobius,种未收录-按属填分类,"名录中存在种加词相同的“秦巴巴鲵 Liua tsinpaensis”,但原属Pseudohynobius仍在名录、两属非已知拆分对,请人工确认",,河南,原表标注,十方院沟、叫河乡桦树坪村,111.5333,33.7111,原文报道坐标,1399~1824,1611.5,2007-08,2007年8月、2008年6月和10月,溪流/河流,陆栖-流溪型,标本,,新纪录,原表标注,,,,,,,2010,李磊、张建设、陈晓虹、王丽、陶娟,四川动物,,77
39,两栖纲,宁陕齿突蟾,Scutiger ningshanensis,宁陕齿突蟾,Scutiger ningshanensis,种,无尾目,Anura,角蟾科,Megophryidae,齿突蟾属,Scutiger,拉丁名精确,,,河南,原表标注,十方院沟,111.5333,33.7111,原文报道坐标,1422~1599,1510.5,2005-08,2005年8月~2008年10月,溪流/河流,陆栖-流溪型,标本,,新纪录,原表标注,,,,,,,2010,李磊、张建设、陈晓虹、王丽、陶娟,四川动物,,78
40,爬行纲,颈槽蛇(湖北颈槽蛇),Rhabdophis nuchalis,颈槽蛇,Rhabdophis nuchalis,种,有鳞目,Squamata,游蛇科,Colubridae,颈槽蛇属,Rhabdophis,拉丁名精确,,,河南,原表标注,伏牛山自然保护区,111.2,33.3,原文报道坐标,700,700.0,2009-07,2009 年7 月,混合生境（森林+灌丛/草地+人工生境）,阔叶林路边的草丛中,标本,CIB94009,新纪录,原表标注,,,,,,"雷隽、丁利 (2013). 河南省蛇类新纪录———颈槽蛇 四川动物, 32(3), 404-407",2013,雷隽、丁利,四川动物,,84
41,爬行纲,黑背链蛇,Lycodon ruhstrati,黑背白环蛇,Lycodon ruhstrati,种,有鳞目,Squamata,游蛇科,Colubridae,链蛇属,Lycodon,拉丁名精确,,江苏(宜兴)、浙江、安徽、福建、台湾、江西、湖南、广东、广西、四川、贵州、陕西、甘肃、湖北(赤壁)、海南(吊罗山)、重庆(南川),河南,原表标注,商城县金岗台自然保护区,115.55,31.75,文字地名地理编码/后续补充,,,2004-05-03,2004年5月3日,混合生境（森林+灌丛/草地+人工生境）,"林间小路上,路边植被结构复杂,有针叶林、常绿落叶阔叶林、针阔叶混交林、竹林、灌丛、杂草等",标本,,新纪录,原表标注,,,,,,"陈晓虹、朱命炜、陶立奎 (2006). 河南蛇类新记录---黑背白环蛇 河南师范大学学报(自然科学版), 34(1), 153-154 https://doi.org/10.16366/j.cnki.1000-2367.2006.01.041",2006,陈晓虹、朱命炜、陶立奎,河南师范大学学报(自然科学版),10.16366/j.cnki.1000-2367.2006.01.041,85
42,两栖纲,合征姬蛙,Microhyla mixtura,合征姬蛙,Microhyla mixtura,种,无尾目,Anura,姬蛙科,Microhylidae,姬蛙属,Microhyla,拉丁名精确,,四川万源县花警山、陕西洋县、贵州印江、湖北均县、神农架、安徽霍山、金寨、岳西,浙江,原表标注,宁波市北仑区柴桥,121.85,29.95,文字地名地理编码/后续补充,约---,,,----年-月和----年-一-月,混合生境（湿地/静水水体+灌丛/草地）,"丘陵山区草丛中和静水池边,繁殖水域周围杂草茂密",标本,,新纪录,原表标注,,,,,,,,费梁、叶昌媛、谢锋、蔡春抹,动物学报,,91
43,爬行纲,中国光蜥,Ateuchosaurus chinensis,光蜥,Ateuchosaurus chinensis,种,有鳞目,Squamata,石龙子科,Scincidae,光蜥属,Ateuchosaurus,拉丁名精确,,"中国东南部的多个省份,包括福建、江西、广东、海南、广西、贵州、香港和澳门等地",浙江,原表标注,左溪村,119.7839,27.6472,原文报道坐标,392,392.0,2024-11-04,2024年11月4日,其他/未归类,山脚的枯木落叶间,标本,WZUre2024110401,新纪录,原表标注,,,,,,黄珺、秦铖、张永普、李一凡、李树然 (2025). 浙江省爬行动物新纪录——光蜥 野生动物学报 https://doi.org/https://link.cnki.net/urlid/23.1587.S.20250506.1148.004,2025,黄珺、秦铖、张永普、李一凡、李树然,野生动物学报,,92
44,爬行纲,崇安斜鳞蛇,Pseudoxenodon karlschmidti,崇安斜鳞蛇,Pseudoxenodon karlschmidti,种,有鳞目,Squamata,游蛇科,Colubridae,斜鳞蛇属,Pseudoxenodon,拉丁名精确,,福建、广东、广西、海南、江西、湖南、湖北、贵州、四川和云南,浙江,原表标注,庆元县,119.0,27.65,原文报道坐标,750,750.0,2025-08-21,2025年8月21日,森林,常绿阔叶林下,标本,ZJFR 20250821,新纪录,原表标注,,,,,,王聿凡、朱志成、刘凯怊、许济南、黄镇杨、何珂、刘宝权 (2025). 浙江省爬行类新纪录—崇安斜鳞蛇 野生动物学报 https://doi.org/https://link.cnki.net/urlid/23.1587.S.20251117.1652.002,2025,王聿凡、朱志成、刘凯怊、许济南、黄镇杨、何珂、刘宝权,野生动物学报,,93
45,两栖纲,无声囊泛树蛙,Polypedates mutus,布氏泛树蛙,Polypedates mutus,种,无尾目,Anura,树蛙科,Rhacophoridae,泛树蛙属,Polypedates,拉丁名精确,"中文名与拉丁名在名录中指向不同物种,请复核",东南亚地区、中国南方,湖北,原表标注,湖北省宜昌市秭归县两河口镇狮子坪,110.5392,30.8062,原文报道坐标,855,855.0,2025-05-15,2025年5月15日,,,标本,Gal2505001~003,新纪录,原表标注,,,,,,,2025,徐吉龙、李辉、吴家亮、舒勇、代知广、张劲,四川动物,,94
46,两栖纲,仙琴蛙,Nidirana daunchina,仙琴水蛙,Nidirana daunchina,种,无尾目,Anura,蛙科,Ranidae,琴蛙属,Nidirana,中文名模糊,"中文名疑有出入,按名录“仙琴蛙”匹配,请复核",,湖北,原表标注,,,,,,,,,,,照片/影像,,新纪录,原表标注,,,,,,"戴宗兴、张洪茂、周权、刘绪生 (2011). 湖北省两栖动物资源概况 四川动物, 30(1), 144-147 https://doi.org/10.3969/j.issn.1000-7083.2011.01.036",2011,戴宗兴、张洪茂、周权、刘绪生,四川动物,10.3969/j.issn.1000-7083.2011.01.036,100
47,爬行纲,棕黑腹链蛇,Hebius sauteri,棕黑腹链蛇,Amphiesma sauteri,种,有鳞目,Squamata,游蛇科,Colubridae,东亚腹链蛇属,Hebius,中文名精确,,安徽、福建、台湾、江西、湖南、广东、香港、海南、广西、四川、贵州,湖北,原表标注,大贵寺林场,108.0,27.5,文字地名地理编码/后续补充,,,2006-07,2006年7月,,,标本,HB06004,新纪录,原表标注,,,,,,,2008,戴宗兴、王美芳、李兵、刘家武、吴法清、刘绪生,四川动物,,107
48,爬行纲,龙胜小头蛇,Oligodon lungshenensis,龙胜小头蛇,Oligodon lungshenensis,种,有鳞目,Squamata,游蛇科,Colubridae,小头蛇属,Oligodon,拉丁名精确,,广西、贵州、湖南和重庆,湖北,原表标注,三县场水库,109.2333,30.0667,原文报道坐标,1179,1179.0,2022-08-12,2022年8月12日,森林,常绿阔叶林下,标本,XDSNR0011,新纪录,原表标注,,,,,,"董俊材、邓正双、杨晨希、王建礼 (2023). 湖北省蛇类新记录种——龙胜小头蛇 四川动物, 42(2), 197-198",2023,董俊材,四川动物,,108
49,两栖纲,桂北琴蛙,Nidirana guibeiensis,桂北琴蛙,Nidirana guibeiensis,种,无尾目,Anura,蛙科,Ranidae,琴蛙属,Nidirana,拉丁名精确,,广西兴安县、越城岭山脉,湖南,原表标注,白云湖,110.3348,26.3101,原文报道坐标,606,606.0,2023-04-21,2023年4月21日,混合生境（森林+农田/种植园+灌丛/草地）,"针阔混交林旁的农田(部分为水稻田,部分为杂草荒地)",标本,HNNU2342101、HNNU2342102,新纪录,原表标注,DUP044,,,,,"马艺涵、李辉、朱乐强、刘佳昱、刘五洲、张荣华、聂美红、张志强、莫小阳 (2024). 湖南省两栖类新记录——桂北琴蛙及其系统发育分析 生命科学研究, 28(2), 159-164 https://doi.org/10.16605/j.cnki.1007-7847.2023.05.0158",2024,马艺涵、李辉、朱乐强、刘佳宇、刘五洲、张荣华、聂美红、张志强、莫小阳,生命科学研究,10.16605/j.cnki.1007-7847.2023.05.0158,112
50,爬行纲,纹尾斜鳞蛇,Pseudoxenodon stejnegeri,花尾斜鳞蛇,Pseudoxenodon stejnegeri striaticaudatus,亚种（已归并至种级）,有鳞目,Squamata,游蛇科,Colubridae,斜鳞蛇属,Pseudoxenodon,亚种归并至种,按三名法亚种归并至种,我国的浙江、安徽、福建、台湾、江西、河南、广西、四川、贵州以及湖南,湖南,原表标注,新宁舜皇山林场紫花坪紫溪河边,110.85,26.45,文字地名地理编码/后续补充,,,2005-08-12,2005年8月12日,,,标本,HNU200508001,新纪录,原表标注,,,,,,,2008,郭克疾、米小其、邓学建,四川动物,,114
51,两栖纲,岜沙掌突蟾,Paramegophrys bashaensis,岜沙掌突蟾,Leptobrachella bashaensis,种,无尾目,Anura,角蟾科,Megophryidae,掌突蟾属,Paramegophrys,中文名精确,,贵州省从江县岜沙自然保护区及雷公山国家级自然保护区,湖南,原表标注,上洞村,109.9425,26.1908,原文报道坐标,928,928.0,2024-09,2024年9月,混合生境（溪流/河流+森林）,山地常绿次生林内的小溪沿岸,标本,HUNL24091601、HUNL24091602,新纪录,原表标注,,,,,,马艺涵、程雨薇、李辉、吴少武、杨利勋、张志强、莫小阳 (2026). 湖南通道发现岜沙掌突蟾 野生动物学报,2026,马艺涵、程雨薇、李辉、吴少武、杨利勋、张志强、莫小阳,野生动物学报,,116
52,爬行纲,北草蜥,Takydromus septentrionalis,北草蜥,Takydromus septentrionalis,种,有鳞目,Squamata,蜥蜴科,Lacertidae,草蜥属,Takydromus,拉丁名精确,,,山东,原表标注,,,,,,,,,,,照片/影像,,新纪录,原表标注,,,,,,,1996,徐敬明,动物学杂志,,125
53,两栖纲,大绿臭蛙,Odorrana graminea,大绿臭蛙,Odorrana graminea,种,无尾目,Anura,蛙科,Ranidae,臭蛙属,Odorrana,拉丁名精确,,"陕西、四川、云南、贵州、安徽、浙江、江西、湖北、湖南、福建、广东、海南、广西和香港等省(区),国外分布于越南等国",甘肃,原表标注,康县三河坝镇,105.6833,33.1333,原文报道坐标,866,866.0,2020-06-14,2020年6月14日,混合生境（溪流/河流+森林+灌丛/草地）,"海拔800~1000 m的山间溪流,溪流内石头甚多,环境阴湿,石上有苔藓等植物,周边植被主要是低矮灌丛及常绿、落叶阔叶林",标本,,新纪录,原表标注,,,,,,"张勇、龚大洁 (2021). 甘肃两栖类新记录———大绿臭蛙 四川动物, 40(1)",2021,张勇、龚大洁,四川动物,,126
54,两栖纲,秦岭雨蛙,Hyla tsinlingensis,秦岭雨蛙,Hyla tsinlingensis,种,无尾目,Anura,雨蛙科,Hylidae,雨蛙属,Hyla,拉丁名精确,,"首次发现于陕西周至县和洋县,以后陆续在四川省和湖北省发现,分布据成都生物研究所报导是沿大巴山、巫山向南直到湖北利川",甘肃,原表标注,徽县蔗沿公社、天水李子园,105.8,33.8,文字地名地理编码/后续补充,1200-1800,1500.0,1978-06,1978年6月和1979年7月,混合生境（森林+灌丛/草地）,近水源的杂草丛及灌木林中,标本,,新纪录,原表标注,,,,,,冯孝义、当苗 (1980). 甘肃两栖类的新纪录一秦岭雨蛙 兰州大学学报 https://doi.org/10.13885/j.issn.0455-2059.1980.01.012,1980,冯孝义、当苗,兰州大学学报,10.13885/j.issn.0455-2059.1980.01.012,127
55,两栖纲,红吸盘棱皮树蛙,Theloderma rhododiscus,红吸盘棱皮树蛙,Theloderma rhododiscus,种,无尾目,Anura,树蛙科,Rhacophoridae,棱皮树蛙属,Theloderma,拉丁名精确,,"广西、广东、湖南、福建、江西,可能还包括贵州和云南东部",广西,原表标注,中国广西壮族自治区金秀县,110.1833,24.1333,文字地名地理编码/后续补充,,,,,,,标本,"CIB GX200807017, KIZ060821063, KIZ060821170, SCUM 061102L, CIB GX200807048, GXNU YU000069, GXNU YU000070, C051, C089, C090",新纪录,据引用/备注推断,DUP081,,,,,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390",2022,"Du, Lingyun, Wang, Jian, Liu, Shuo, Yu, Guohua",ZooKeys,10.3897/zookeys.1099.80390,128
56,两栖纲,罗斯坦棘蛙,Paa rostandi,罗斯坦棘蛙,Nanorana rostandi,种,无尾目,Anura,叉舌蛙科,Dicroglossidae,棘蛙属,Paa,中文名精确,,尼泊尔的喜马拉雅山南坡地区,西藏,原表标注,吉隆镇,85.326,28.406,原文报道坐标,2900,2900.0,2012-06-10,2012年6月10日,灌丛/草地,"泥沼地浸水滩中,植被主要为草地,间或稀疏的灌木丛",标本,KIZ012530~KIZ012532、KIZ012587~KIZ012588,新纪录,原表标注,,,,,,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324",2016,蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静,四川动物,10.11984/j.issn.1000-7083.20150324,136
57,两栖纲,倭蛙,Nanorana pleskei,倭蛙,Nanorana pleskei,种,无尾目,Anura,叉舌蛙科,Dicroglossidae,倭蛙属,Nanorana,拉丁名精确,,甘肃(玛曲)、青海(南部)和四川(西部和北部),西藏,原表标注,青泥洞乡,95.219,31.395,原文报道坐标,4084,4084.0,2013-07-03,2013年7月3日,,,标本,KIZ014906~KIZ014911、KIZ014921~KIZ014926,新纪录,原表标注,,,,,,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324",2016,蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静,四川动物,10.11984/j.issn.1000-7083.20150324,137
58,两栖纲,缅甸树蛙,Zhangixalus burmanus,缅甸树蛙,Rhacophorus burmanus,种,无尾目,Anura,树蛙科,Rhacophoridae,张树蛙属,Zhangixalus,中文名精确,,缅甸、印度东北部、云南省,西藏,原表标注,背崩乡布穷湖(西工湖)、格林村、札墨公路80K附近,95.219,29.253,原文报道坐标,1386;1774;2102,1754.0,2010-08,2011年5月12日;2015年4月28日;2015年5月4日;2010年8月10—11日,混合生境（森林+湿地/静水水体）,阔叶林的水塘或湖边;山地热带雨林湖泊,标本,KIZ010957、KIZ016376~KIZ016380、KIZ016408~KIZ016410、KIZ016441~KIZ016447、KIZ016455,新纪录,据引用/备注推断,,,,,,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324",2016,蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静,四川动物,10.11984/j.issn.1000-7083.20150324,138
59,爬行纲,原矛头蝮,Protobothrops mucrosquamatus,尖鳞原矛头蝮,Protobothrops mucrosquamatus,种,有鳞目,Squamata,蝰科,Viperidae,原矛头蝮属,Protobothrops,拉丁名精确,,,江苏,原表标注,中国江苏省,118.7969,32.0603,文字地名地理编码/后续补充,,,,,,,照片/影像、野外观察,,新纪录,原表标注,DUP067,,,,,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118",2021,"Dallin B. Kohler, Xiaoli Zhang, Kevin R. Messenger, Kenneth Chin Yu An, Deyatima Ghosh, Siti N.",Herpetozoa,10.15468/DL.AGK3WJ,142
60,两栖纲,岜沙掌突蟾,Paramegophrys bashaensis,岜沙掌突蟾,Leptobrachella bashaensis,种,无尾目,Anura,角蟾科,Megophryidae,掌突蟾属,Paramegophrys,中文名精确,,此前仅分布于贵州省从江县岜沙自然保护区,贵州,原表标注,贵州雷公山国家级自然保护区,108.1955,26.3702,原文报道坐标,1400 m~1 530 m,643.7,2023-04-30,2023年4月30日,溪流/河流,"山溪附近,周围植被茂盛,湿度较高",标本,LS20230430001~LS20230430002,新纪录,原表标注,,,,,,"彭彩淳、张夏军、陈继军、叶荣欢、唐秀俊 (2024). 贵州山区岜沙掌突蟾分布新纪录研究 特种经济动植物, 49-51",2024,彭彩淳、张夏军、陈继军、叶荣欢、唐秀俊,特种经济动植物,,155
61,两栖纲,桑植臭蛙,Odorrana sangzhiensis,桑植臭蛙,Odorrana sangzhiensis,种,无尾目,Anura,蛙科,Ranidae,臭蛙属,Odorrana,拉丁名精确,,湖南桑植,贵州,原表标注,滴水滩,105.6133,25.98,文字地名地理编码/后续补充,730,730.0,2021-05-30,2021年5月30日,混合生境（溪流/河流+灌丛/草地+高山流石滩/石山）,"瀑布下的河沟内,河沟内有多处裸露的岩石,河道两侧具乔灌丛,河岸多为凹凸不平具有一定倾斜度的石壁",标本,GL20210530001、GL20210530002、GL20210530003、GL20210530004,新纪录,原表标注,,,,,,"穆浪、沈拓、刘京、李仕泽、粟海军 (2022). 贵州省桑植臭蛙及其系统发育分析 野生动物学报, 43(3), 760-765 https://doi.org/10.12375/ysdwx b.20220320",2022,穆浪、沈拓、刘静、李世泽、粟海军,野生动物学报,10.12375/ysdwx b.20220320,162
62,爬行纲,锦链蛇(锦白环蛇),Lycodon pictus,锦白环蛇,Lycodon pictus,种,有鳞目,Squamata,游蛇科,Colubridae,链蛇属,Lycodon,拉丁名精确,,越南北部高平省;中国广西壮族自治区弄岗国家级自然保护区,贵州,原表标注,荔波县,108.0276,25.2176,原文报道坐标,735,735.0,2020-08-25,2020年8月25日,,,标本,CIB 119085,新纪录,原表标注,DUP040,,,,,"吴帝豪、黄俊杰、蒋珂、李家堂、任金龙 (2023). 贵州省蛇类新记录——锦白环蛇及半阴茎补充描述 四川动物, 42(2), 141-142",2023,吴帝豪、黄俊杰、蒋珂、李家堂、任金龙,四川动物,,163
63,两栖纲,茅索角蟾/母山角蟾,Xenophrys maosonensis,茅索角蟾,Xenophrys maosonensis,种,无尾目,Anura,角蟾科,Megophryidae,异角蟾属,Xenophrys,拉丁名精确,,"国外分布于越南和印度,国内分布于云南麻栗坡",贵州,原表标注,龙头大山州级自然保护区,105.5102,25.3987,原文报道坐标,1165,1165.0,2021-08-19,2021年8月19日,溪流/河流,"溪沟边石头上,周围植被茂盛",标本,ZF20210819001、ZF20210819002,新纪录,原表标注,DUP087,,,,,,2022,沈拓、李仕泽、刘京、穆兰、粟海军,野生动物学报,10.12375/ysdwbxb.20220338,164
